drafter_id,draft_id
4ddaf216-311b-436c-8678-31855455f1d1,3e787702-e24f-4a0d-b2b4-4ee9b284f102
63551973-8b0a-44b0-b9c0-d5ba269f4571,3e787702-e24f-4a0d-b2b4-4ee9b284f102
5931091f-4c76-42d8-84dc-96bec9e3d597,f4eff735-1f2c-46ed-aca5-d9c3b0d0de91
443af912-1e5d-44a5-8f26-fd66a42f3651,f4eff735-1f2c-46ed-aca5-d9c3b0d0de91
f84ec475-cba0-4525-a786-ccea39b90167,16f220f1-c7ff-4628-997e-2e31e31d79a7
c1d4eec2-0cdf-4336-870c-12a4f0948fca,16f220f1-c7ff-4628-997e-2e31e31d79a7
dde00453-0852-41eb-b978-80a39ef83ad0,7579285a-3b28-4f08-8acd-f2e70d4d547e
5f9128ba-0d15-486a-80b1-e6ad64f6f32d,7579285a-3b28-4f08-8acd-f2e70d4d547e
6dbaaa42-3673-42a5-a368-94a5cb9e30f3,a469a0bb-b5e5-44cd-b6e1-5a6f5c48feb9
65147498-f878-45af-a3be-b3e19123e360,a469a0bb-b5e5-44cd-b6e1-5a6f5c48feb9
f84ec475-cba0-4525-a786-ccea39b90167,0f480291-42cd-4de7-8477-7d8dd6e713cd
c1d4eec2-0cdf-4336-870c-12a4f0948fca,0f480291-42cd-4de7-8477-7d8dd6e713cd
dde00453-0852-41eb-b978-80a39ef83ad0,4a20dafc-cb75-4858-b938-b16b406af897
f84ec475-cba0-4525-a786-ccea39b90167,4a20dafc-cb75-4858-b938-b16b406af897
58da69ee-15ed-46f1-a8e2-d89feccd768f,4a20dafc-cb75-4858-b938-b16b406af897
c1d4eec2-0cdf-4336-870c-12a4f0948fca,4a20dafc-cb75-4858-b938-b16b406af897
16659352-5ee7-415b-9840-56801fee6c8e,07a15e33-ffca-4224-87e8-46073efec33a
c1d4eec2-0cdf-4336-870c-12a4f0948fca,07a15e33-ffca-4224-87e8-46073efec33a
c60bd19c-2c6c-4913-93eb-7627acaa98a4,5c1326ed-7fa1-4cd0-b336-a8a968c69b70
28620fb5-e293-4479-9210-c32fe45bd450,5c1326ed-7fa1-4cd0-b336-a8a968c69b70
dd874c30-2cb7-4724-a30d-27ad3f162ce2,910e76dd-4f7c-449d-8769-a815ae6041a9
85cf9842-6abe-4e64-8ed4-e6a4f40ecb03,910e76dd-4f7c-449d-8769-a815ae6041a9
17a61cb8-6c29-4ffd-9875-9f391c915884,43dc286a-6f65-4714-9259-ef910ad269a6
398a6d10-0efb-4fe3-9a1b-2b47435ed44f,43dc286a-6f65-4714-9259-ef910ad269a6
e1c8d40b-ac45-4a1d-b118-ed64d03cb899,2d9e2836-39fb-47ed-9ab6-d40a08c4c1a8
5877d3ff-ae30-4a1b-ae39-7330d7dd3af1,2d9e2836-39fb-47ed-9ab6-d40a08c4c1a8
86759d9f-5613-4578-b74d-14f80217c675,9f2425ed-17fc-4746-b4a4-9073251b2f57
e6fa10cf-5d2c-4690-9f98-6a55d518547a,9f2425ed-17fc-4746-b4a4-9073251b2f57
f84ec475-cba0-4525-a786-ccea39b90167,d7ab4637-8376-491f-8f1a-c8a3651405d1
91435349-16f2-4740-a107-f370aa0abdf4,d7ab4637-8376-491f-8f1a-c8a3651405d1
5931091f-4c76-42d8-84dc-96bec9e3d597,f88a3cde-d149-4e94-92ef-953dc03edbe3
dde00453-0852-41eb-b978-80a39ef83ad0,f88a3cde-d149-4e94-92ef-953dc03edbe3
76476f3e-5719-48ef-9b7c-6411b7b1a44c,84f92d8c-a6b2-4e94-ab3d-6b7b0fcc0a9e
6cb8b73a-f7b5-411d-b343-e12da3bc89ae,84f92d8c-a6b2-4e94-ab3d-6b7b0fcc0a9e
c8f2614b-396b-4403-baf3-988ef537ba7f,fe8d1f9c-c915-498a-8ce8-089383df55a5
669cebfa-73d4-494d-b3fb-8e8634548991,fe8d1f9c-c915-498a-8ce8-089383df55a5
0d0adff2-005c-4eac-91f0-33e127d743b0,c06430fd-2ba2-4a28-91b9-7896650899a6
56c88a9e-8aeb-4a6f-9576-2d9e9a433325,c06430fd-2ba2-4a28-91b9-7896650899a6
5b008340-f0f6-4385-a8ce-1f24e07cb5e8,30340497-be6a-4b4c-8026-6274e4e1c8ff
8ef83fbd-4569-4df2-a3a7-8f947dc5ab24,30340497-be6a-4b4c-8026-6274e4e1c8ff
5931091f-4c76-42d8-84dc-96bec9e3d597,fd794b27-df5c-4ea8-93e2-72e27d4e0756
6cb8b73a-f7b5-411d-b343-e12da3bc89ae,fd794b27-df5c-4ea8-93e2-72e27d4e0756
f84ec475-cba0-4525-a786-ccea39b90167,83bb9106-d6d0-446d-b344-8c597c0b5b09
c1d4eec2-0cdf-4336-870c-12a4f0948fca,83bb9106-d6d0-446d-b344-8c597c0b5b09
32fcb99d-ca2a-4c2b-9b53-400d07492ef7,503706f4-7184-4dce-89ef-05c2ba9eaf6b
5931091f-4c76-42d8-84dc-96bec9e3d597,503706f4-7184-4dce-89ef-05c2ba9eaf6b
76476f3e-5719-48ef-9b7c-6411b7b1a44c,503706f4-7184-4dce-89ef-05c2ba9eaf6b
17a61cb8-6c29-4ffd-9875-9f391c915884,503706f4-7184-4dce-89ef-05c2ba9eaf6b
f84ec475-cba0-4525-a786-ccea39b90167,73c2ebbd-4005-4aa5-bbb0-d5c71a62f530
c1d4eec2-0cdf-4336-870c-12a4f0948fca,73c2ebbd-4005-4aa5-bbb0-d5c71a62f530
c8f2614b-396b-4403-baf3-988ef537ba7f,74df5527-3e9e-4b83-bd6d-a0de06e7a476
4648aeb7-3458-4aac-9cfe-fd6caea0df22,74df5527-3e9e-4b83-bd6d-a0de06e7a476
85cf9842-6abe-4e64-8ed4-e6a4f40ecb03,c0044d5c-39d0-4826-a9ff-ae6d4cd04ac1
81143403-bb8e-44c9-8f17-c833f9acb520,c0044d5c-39d0-4826-a9ff-ae6d4cd04ac1
dc721383-480e-434c-843e-da4e1d96d72c,c0044d5c-39d0-4826-a9ff-ae6d4cd04ac1
5e13a296-d8c0-4943-a788-1090377d27f5,c0044d5c-39d0-4826-a9ff-ae6d4cd04ac1
3c07306e-ef9a-4d13-8eba-6e97ae3743a0,6b3cb308-838d-4e13-952f-7d422278c069
c1d4eec2-0cdf-4336-870c-12a4f0948fca,6b3cb308-838d-4e13-952f-7d422278c069
a9f85bd0-6a35-4eca-929c-26f187ca2dd8,249b6e36-93ac-4544-a09c-09e467efa20a
f32df372-3ab4-4a1e-9f07-47932515ceb8,249b6e36-93ac-4544-a09c-09e467efa20a
7b1c5d9c-a0d1-494b-94da-abdda4d4fe3a,1ae73670-c26c-48e3-bcee-ed881a66cd9c
17e93d6c-ff10-497a-8c87-6cb704909c94,1ae73670-c26c-48e3-bcee-ed881a66cd9c
a5cc1074-83b3-43fc-a0f7-e405f18c745e,3c09fb5c-8108-4b4c-9b08-77a836814ac6
079a31ff-980f-4958-ae11-8ecf5e6e5813,3c09fb5c-8108-4b4c-9b08-77a836814ac6
81b46db8-9afe-4415-b245-c0a58468b0f3,09df42df-0b32-4201-9725-526aee897927
d161375a-334b-4d13-b311-f66604f0fdf4,09df42df-0b32-4201-9725-526aee897927
f84ec475-cba0-4525-a786-ccea39b90167,09df42df-0b32-4201-9725-526aee897927
2f961c40-15b7-43e9-895f-045fbee2b2e3,09df42df-0b32-4201-9725-526aee897927
d1edc078-3761-4149-9100-fff08e4011c0,85523722-f66d-4be0-97b5-38d144bdfb64
997d2284-f252-4fbd-89d4-78a08c3466bc,85523722-f66d-4be0-97b5-38d144bdfb64
5931091f-4c76-42d8-84dc-96bec9e3d597,d6a42926-2d01-4af1-a136-d2250789c800
58207226-03a8-4883-bf00-338eb5124042,d6a42926-2d01-4af1-a136-d2250789c800
17a61cb8-6c29-4ffd-9875-9f391c915884,29139dcb-b4be-4319-b626-e03584d3537d
76476f3e-5719-48ef-9b7c-6411b7b1a44c,29139dcb-b4be-4319-b626-e03584d3537d
5931091f-4c76-42d8-84dc-96bec9e3d597,60842e15-04d9-4808-b655-09175f439903
f84ec475-cba0-4525-a786-ccea39b90167,60842e15-04d9-4808-b655-09175f439903
86759d9f-5613-4578-b74d-14f80217c675,a9074f10-3a23-4a59-a634-a0f64f1dd988
f7a79ea8-1763-4abd-b549-cf0977d9fe63,a9074f10-3a23-4a59-a634-a0f64f1dd988
0d0adff2-005c-4eac-91f0-33e127d743b0,d28b3def-2d8a-4148-b663-6062bfdeeb23
731f7d23-eeae-4fd0-bb62-ac36e311e411,d28b3def-2d8a-4148-b663-6062bfdeeb23
c7c0e0df-170f-4435-a66e-9d43ce04214e,10eeea71-24ef-4542-a47d-8bf190c3e939
d6a2688b-0ea9-4026-8027-4da5af761dd9,10eeea71-24ef-4542-a47d-8bf190c3e939
76476f3e-5719-48ef-9b7c-6411b7b1a44c,7012cec0-8ca3-4f3d-8900-4bc3c8a24aa1
11697f91-8d5b-4ee5-a8fc-cae677bdc111,7012cec0-8ca3-4f3d-8900-4bc3c8a24aa1
d17ed8eb-2b53-4ecd-9275-ef20bdaf8076,8e616bc9-1d1c-49e4-9c68-d033faaa28d6
dde00453-0852-41eb-b978-80a39ef83ad0,8e616bc9-1d1c-49e4-9c68-d033faaa28d6
f84ec475-cba0-4525-a786-ccea39b90167,8e616bc9-1d1c-49e4-9c68-d033faaa28d6
81937b1d-0621-4f38-b962-a4c1e476911c,8e616bc9-1d1c-49e4-9c68-d033faaa28d6
7b1c5d9c-a0d1-494b-94da-abdda4d4fe3a,0b064375-dddb-425b-85e5-4d4db36cb3ff
fea53c38-84e9-41d3-bbce-2414a4c76391,0b064375-dddb-425b-85e5-4d4db36cb3ff
f84ec475-cba0-4525-a786-ccea39b90167,f14a2717-31fa-4246-9a94-286812c79122
c1d4eec2-0cdf-4336-870c-12a4f0948fca,f14a2717-31fa-4246-9a94-286812c79122
f84ec475-cba0-4525-a786-ccea39b90167,53fddd02-54ca-478a-930c-f069b30cf9c9
3c07306e-ef9a-4d13-8eba-6e97ae3743a0,53fddd02-54ca-478a-930c-f069b30cf9c9
07b722b6-a508-4fbe-b524-c12fff9b39e1,19965126-7d2f-424c-90d1-c315f5080c99
8da51512-df62-4aa1-8b07-7f6ab848c7bf,19965126-7d2f-424c-90d1-c315f5080c99
58da69ee-15ed-46f1-a8e2-d89feccd768f,19965126-7d2f-424c-90d1-c315f5080c99
c22d67dc-3b0e-408c-86b1-782c39642c71,5a3ab606-4e9a-4990-9a24-237e731b4c20
c1d4eec2-0cdf-4336-870c-12a4f0948fca,5a3ab606-4e9a-4990-9a24-237e731b4c20
17a61cb8-6c29-4ffd-9875-9f391c915884,6214e864-de17-4b4b-a357-a7b461fe8658
32fcb99d-ca2a-4c2b-9b53-400d07492ef7,6214e864-de17-4b4b-a357-a7b461fe8658
f84ec475-cba0-4525-a786-ccea39b90167,f45ccefe-c158-4bd1-8803-31a229f78c10
1a90a927-6e9b-41c7-b6bf-e411d057a3ee,f45ccefe-c158-4bd1-8803-31a229f78c10
c1d4eec2-0cdf-4336-870c-12a4f0948fca,f45ccefe-c158-4bd1-8803-31a229f78c10
dde00453-0852-41eb-b978-80a39ef83ad0,f45ccefe-c158-4bd1-8803-31a229f78c10
c8f2614b-396b-4403-baf3-988ef537ba7f,6eec7b4d-06e0-4916-a091-da264eb57133
5931091f-4c76-42d8-84dc-96bec9e3d597,6eec7b4d-06e0-4916-a091-da264eb57133
f84ec475-cba0-4525-a786-ccea39b90167,6eec7b4d-06e0-4916-a091-da264eb57133
c1d4eec2-0cdf-4336-870c-12a4f0948fca,6eec7b4d-06e0-4916-a091-da264eb57133
c8f2614b-396b-4403-baf3-988ef537ba7f,10aa256c-6a5f-4270-b825-660d2807d30a
4648aeb7-3458-4aac-9cfe-fd6caea0df22,10aa256c-6a5f-4270-b825-660d2807d30a
98b65b50-772e-487c-bd86-b926f7e92b51,e4b1f984-84e5-41ca-bea9-16d93fb97fdc
2a4c7755-b2ad-4c4b-857d-93a4dc238d42,e4b1f984-84e5-41ca-bea9-16d93fb97fdc
baf5d12b-6ff5-482a-a4d3-0b09f964595a,e4b1f984-84e5-41ca-bea9-16d93fb97fdc
85cf9842-6abe-4e64-8ed4-e6a4f40ecb03,d9bd3ac3-0b83-4fd9-9d52-f12549d418c2
d95786b2-a811-48dc-bd18-b00b4d8738e8,d9bd3ac3-0b83-4fd9-9d52-f12549d418c2
76476f3e-5719-48ef-9b7c-6411b7b1a44c,98c98d68-702e-41cd-8fa4-c8e212a68546
e8d502a0-ec8b-4ee8-9202-a81b5f3dfbb4,98c98d68-702e-41cd-8fa4-c8e212a68546
c1d4eec2-0cdf-4336-870c-12a4f0948fca,6921db42-e5a1-4f6b-9fd3-eea25d0ca633
899cab19-86d2-4022-b615-8c4c9dec9db9,6921db42-e5a1-4f6b-9fd3-eea25d0ca633
0d0adff2-005c-4eac-91f0-33e127d743b0,1ccd634c-66e7-41ee-a07c-920a48b17423
5931091f-4c76-42d8-84dc-96bec9e3d597,1ccd634c-66e7-41ee-a07c-920a48b17423
f84ec475-cba0-4525-a786-ccea39b90167,f8d983c0-4d4f-4fa3-aa7b-42ab877bf01c
c1d4eec2-0cdf-4336-870c-12a4f0948fca,f8d983c0-4d4f-4fa3-aa7b-42ab877bf01c
d161375a-334b-4d13-b311-f66604f0fdf4,850d1e28-39fb-46e2-b286-ccdcedb2399a
01053011-baf5-4f62-96d6-de75a18ec5b1,850d1e28-39fb-46e2-b286-ccdcedb2399a
76476f3e-5719-48ef-9b7c-6411b7b1a44c,916cd2f3-b603-4d2b-94b8-5fc5f66ce9fe
b6cc7428-499a-4367-954c-ea9d44912225,916cd2f3-b603-4d2b-94b8-5fc5f66ce9fe
0d0adff2-005c-4eac-91f0-33e127d743b0,9d5d0738-21f6-40f1-a51d-a8d913d8646f
669cebfa-73d4-494d-b3fb-8e8634548991,9d5d0738-21f6-40f1-a51d-a8d913d8646f
5931091f-4c76-42d8-84dc-96bec9e3d597,7d513d21-73f2-4db0-8c9d-44f44f02d90d
76476f3e-5719-48ef-9b7c-6411b7b1a44c,7d513d21-73f2-4db0-8c9d-44f44f02d90d
dde00453-0852-41eb-b978-80a39ef83ad0,b7f59742-f51f-4dd0-b08c-ac3091ad7802
c1d4eec2-0cdf-4336-870c-12a4f0948fca,b7f59742-f51f-4dd0-b08c-ac3091ad7802
77d02192-8af5-4ae5-9e22-d94aff9a22c9,56d6fc65-4a4f-4a16-b746-b8ec56d6c837
0cc91d5f-c299-473f-9b55-79277ae31d4c,56d6fc65-4a4f-4a16-b746-b8ec56d6c837
48936fdb-8ffb-4838-912d-1056e380c836,c7b2f9fe-e314-461a-a7d6-f47a7dc1cc91
b7ac3621-c2ce-4745-96cf-8ba2a64f4798,c7b2f9fe-e314-461a-a7d6-f47a7dc1cc91
669cebfa-73d4-494d-b3fb-8e8634548991,b2a8ab4c-494f-42cc-8531-8c2583ac4a67
c8f2614b-396b-4403-baf3-988ef537ba7f,b2a8ab4c-494f-42cc-8531-8c2583ac4a67
d5487070-4021-4e85-beaf-d585a5a71163,54fb4fc9-4d9b-422a-8241-9644e740e59c
89ab7c7f-22b3-4af5-9d82-cf4e3ad8f3ed,54fb4fc9-4d9b-422a-8241-9644e740e59c
b761306e-772c-47e9-a9a1-9e5c3bb3cf0f,323e4bd2-a468-49b5-b4a5-0fbe17d50244
997d2284-f252-4fbd-89d4-78a08c3466bc,323e4bd2-a468-49b5-b4a5-0fbe17d50244
eb47d536-1a1f-49fd-8a8e-4804e0305270,dc8964c5-6650-438b-bdb3-24012b9c6ca1
dde00453-0852-41eb-b978-80a39ef83ad0,dc8964c5-6650-438b-bdb3-24012b9c6ca1
5931091f-4c76-42d8-84dc-96bec9e3d597,dc8964c5-6650-438b-bdb3-24012b9c6ca1
0d0adff2-005c-4eac-91f0-33e127d743b0,a422f5f7-7b4f-41cf-b825-e91299695fa0
c1d4eec2-0cdf-4336-870c-12a4f0948fca,a422f5f7-7b4f-41cf-b825-e91299695fa0
85cf9842-6abe-4e64-8ed4-e6a4f40ecb03,11be3620-da93-41ac-bf36-1ac52855a154
28c02cfb-2949-4f42-b6a3-0a22674837f0,11be3620-da93-41ac-bf36-1ac52855a154
f84ec475-cba0-4525-a786-ccea39b90167,50ea7a7b-798e-4ab3-8b45-2593e6a740b9
c1d4eec2-0cdf-4336-870c-12a4f0948fca,50ea7a7b-798e-4ab3-8b45-2593e6a740b9
f5729dc9-f67d-4f5d-9e16-6036d305a919,1a069714-7e86-49bc-8eee-2460a510fd1b
07b722b6-a508-4fbe-b524-c12fff9b39e1,1a069714-7e86-49bc-8eee-2460a510fd1b
fcc375ab-a6d6-466f-b3f3-09c20b1ab18f,f6c55a58-801e-4e32-81e2-b98c4e4ba58b
32fcb99d-ca2a-4c2b-9b53-400d07492ef7,f6c55a58-801e-4e32-81e2-b98c4e4ba58b
126436e6-ff5a-4260-a4a9-1a78d12ef95e,144ae507-96d4-424b-a098-8bf38741e7ba
27ec6cdc-d643-4274-8df7-7421fb0733b4,144ae507-96d4-424b-a098-8bf38741e7ba
d8c98899-7185-4649-b2a8-a9895af8c5f1,96dc67f2-011a-4ae6-ae2c-59f15336d97c
76476f3e-5719-48ef-9b7c-6411b7b1a44c,96dc67f2-011a-4ae6-ae2c-59f15336d97c
7d789c61-d763-4e15-a4ba-40bc079012b8,fdab7eef-e486-4c11-bcff-a7f37874bab7
f439ae27-0652-4b63-99f2-25e1bcc3c9c7,fdab7eef-e486-4c11-bcff-a7f37874bab7
bfaf0d93-4fa0-4f3d-ac43-ce44fcac7cc5,c30d08cb-6799-4c01-843f-357c6157be5b
8da51512-df62-4aa1-8b07-7f6ab848c7bf,c30d08cb-6799-4c01-843f-357c6157be5b
6dbaaa42-3673-42a5-a368-94a5cb9e30f3,80393bb3-d348-4476-b5db-decad580de5f
56f27ee2-7254-40fc-b00a-93717ca3d3fa,80393bb3-d348-4476-b5db-decad580de5f
dde00453-0852-41eb-b978-80a39ef83ad0,a0414bd9-b808-4b72-8f73-de2a6e0bf9dd
c1d4eec2-0cdf-4336-870c-12a4f0948fca,a0414bd9-b808-4b72-8f73-de2a6e0bf9dd
5931091f-4c76-42d8-84dc-96bec9e3d597,a0414bd9-b808-4b72-8f73-de2a6e0bf9dd
1ea64225-2ea5-4dc3-8ba5-1e85e09835f6,42cc56ac-a9ae-41bd-9745-68a2bf9362fb
5931091f-4c76-42d8-84dc-96bec9e3d597,42cc56ac-a9ae-41bd-9745-68a2bf9362fb
76476f3e-5719-48ef-9b7c-6411b7b1a44c,42cc56ac-a9ae-41bd-9745-68a2bf9362fb
112f7fbb-4e1f-4e30-8ffd-4c2e5f9ff468,42cc56ac-a9ae-41bd-9745-68a2bf9362fb
6cb8b73a-f7b5-411d-b343-e12da3bc89ae,cc8a3dd8-f1e4-4bf0-890f-afb463cbed84
ebd99835-5712-4112-a821-35dd7f68ffb5,cc8a3dd8-f1e4-4bf0-890f-afb463cbed84
28c02cfb-2949-4f42-b6a3-0a22674837f0,5befc72f-0d6e-4aea-addc-be50b6c1a02e
d161375a-334b-4d13-b311-f66604f0fdf4,5befc72f-0d6e-4aea-addc-be50b6c1a02e
669cebfa-73d4-494d-b3fb-8e8634548991,ff363d88-a497-4362-804b-a2c9511d666f
0d0adff2-005c-4eac-91f0-33e127d743b0,ff363d88-a497-4362-804b-a2c9511d666f
76476f3e-5719-48ef-9b7c-6411b7b1a44c,ff363d88-a497-4362-804b-a2c9511d666f
f84ec475-cba0-4525-a786-ccea39b90167,b7d6ff6f-2dd3-4363-adef-5bf2e8fe6256
dde00453-0852-41eb-b978-80a39ef83ad0,b7d6ff6f-2dd3-4363-adef-5bf2e8fe6256
32fcb99d-ca2a-4c2b-9b53-400d07492ef7,ac8f6ef4-3223-4226-b358-b6cd3a3b8e33
17a61cb8-6c29-4ffd-9875-9f391c915884,ac8f6ef4-3223-4226-b358-b6cd3a3b8e33
58207226-03a8-4883-bf00-338eb5124042,0579ebca-89d5-4fd4-8158-34561a0adc27
5931091f-4c76-42d8-84dc-96bec9e3d597,0579ebca-89d5-4fd4-8158-34561a0adc27
661bdf83-f1df-4d98-a2ed-f5aa9123fe76,c5d06d78-f98b-4352-829c-7ac5510a1d3a
994f2851-7d5e-4fc4-b484-33bc0ed8c97d,c5d06d78-f98b-4352-829c-7ac5510a1d3a
3d5bf71d-738e-4536-9a45-cdaea806dd7a,c5d06d78-f98b-4352-829c-7ac5510a1d3a
e1c8d40b-ac45-4a1d-b118-ed64d03cb899,a4bd3e53-80c8-4614-b5ff-06480eeed4fa
5d15f635-f3ef-40e6-b292-fae73163d1ea,a4bd3e53-80c8-4614-b5ff-06480eeed4fa
4bf3b1d6-57be-431f-915b-0d4c3654671e,627ce97d-3895-42f5-ad4c-8d0a750f81aa
c1d4eec2-0cdf-4336-870c-12a4f0948fca,627ce97d-3895-42f5-ad4c-8d0a750f81aa
6b983673-ae3d-4b82-afbf-c46ec9b20ef8,8f1ca106-4b3a-4f62-82df-a1a847053299
1472e9cc-4f46-44c8-b3b9-964944522c78,8f1ca106-4b3a-4f62-82df-a1a847053299
2a4c7755-b2ad-4c4b-857d-93a4dc238d42,caf63b0d-df86-4ce6-91cf-b71190ec6db0
3fcf368d-f9b3-4f63-a2c8-b76013693d3d,caf63b0d-df86-4ce6-91cf-b71190ec6db0
dc80cd3c-c597-4684-91b3-94c915ac329d,33ce92e4-4a86-4c67-b75d-79f6f1380867
07b722b6-a508-4fbe-b524-c12fff9b39e1,33ce92e4-4a86-4c67-b75d-79f6f1380867
d5487070-4021-4e85-beaf-d585a5a71163,33ce92e4-4a86-4c67-b75d-79f6f1380867
28620fb5-e293-4479-9210-c32fe45bd450,33ce92e4-4a86-4c67-b75d-79f6f1380867
01053011-baf5-4f62-96d6-de75a18ec5b1,c9ef9714-4e55-45a7-add3-b03b7b59179f
31fc5804-d5b0-42bf-8f9d-d06a59b7d82e,c9ef9714-4e55-45a7-add3-b03b7b59179f
997d2284-f252-4fbd-89d4-78a08c3466bc,49a051d0-1af5-4601-96c9-73a6309781ad
7c580ed3-30b0-49a5-b13c-00f9bcba7498,49a051d0-1af5-4601-96c9-73a6309781ad
5931091f-4c76-42d8-84dc-96bec9e3d597,9d907787-44de-4239-9a5a-b978486bc4b8
85cf9842-6abe-4e64-8ed4-e6a4f40ecb03,9d907787-44de-4239-9a5a-b978486bc4b8
dde00453-0852-41eb-b978-80a39ef83ad0,9d907787-44de-4239-9a5a-b978486bc4b8
0d0adff2-005c-4eac-91f0-33e127d743b0,617a280b-ec34-4329-a405-83ea9a748c53
70d0fa8d-46be-4ee5-97e5-f8e6f38b3536,617a280b-ec34-4329-a405-83ea9a748c53
86759d9f-5613-4578-b74d-14f80217c675,a7634dfd-371f-4b23-a358-a92e5bfa858f
f84ec475-cba0-4525-a786-ccea39b90167,a7634dfd-371f-4b23-a358-a92e5bfa858f
c1d4eec2-0cdf-4336-870c-12a4f0948fca,a7634dfd-371f-4b23-a358-a92e5bfa858f
0d0adff2-005c-4eac-91f0-33e127d743b0,b1fddc5e-57fb-468c-a972-1bf05664b36b
76476f3e-5719-48ef-9b7c-6411b7b1a44c,b1fddc5e-57fb-468c-a972-1bf05664b36b
48936fdb-8ffb-4838-912d-1056e380c836,b1fddc5e-57fb-468c-a972-1bf05664b36b
c7c0e0df-170f-4435-a66e-9d43ce04214e,e9466fe6-83c1-4e20-a875-a92d18092cf2
81143403-bb8e-44c9-8f17-c833f9acb520,e9466fe6-83c1-4e20-a875-a92d18092cf2
2518536d-c219-4a64-9319-cdab83d548ec,dada16ee-59cd-4d63-bc5d-47491aef571f
242cc00e-d003-494e-a1c8-d314738a8029,dada16ee-59cd-4d63-bc5d-47491aef571f
32fcb99d-ca2a-4c2b-9b53-400d07492ef7,5e2157bf-fdd5-4fe1-9cf1-0d92a3037178
4cd26c5a-73c9-4a20-a7dd-37c836761f5b,5e2157bf-fdd5-4fe1-9cf1-0d92a3037178
a4f5adca-d9ad-44ae-bc9e-60a9f0c3db63,6af38676-d011-4ba9-830d-427b4278dcbc
ebd99835-5712-4112-a821-35dd7f68ffb5,6af38676-d011-4ba9-830d-427b4278dcbc
6cb8b73a-f7b5-411d-b343-e12da3bc89ae,6af38676-d011-4ba9-830d-427b4278dcbc
bb2ac86d-ad51-497a-b010-9e5a5a5f0f0d,8a437997-f5e0-4f89-a691-fd8457422337
17a61cb8-6c29-4ffd-9875-9f391c915884,8a437997-f5e0-4f89-a691-fd8457422337
