DraftPartId,Position,PlayOrder,MovieId,IssuedByParticipantIdValue,IssuedByParticipantKindValue
138905d5-c103-4c19-847b-a52c57065d32,5,3,9f9ef7f5-5b6f-4d16-9a63-a6a351b3cf90,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
56ab1df0-cd44-41e1-a4cd-23d419651a39,4,4,606b5486-e282-4c19-a37a-08ba8699fd53,bc98476f-d1a3-4a6a-b13b-d82545e4cf73,0
56ab1df0-cd44-41e1-a4cd-23d419651a39,3,6,63809b6a-6487-44f5-a44f-9ee2bd4cc014,417ba84b-4396-4835-a348-94246097d9fe,0
9bdb4f60-66e6-4aa1-8c0b-7cc6ba7869a1,19,2,a6603153-aec6-4413-9cde-94b14f1fed74,6d04d036-e21e-4f6f-bcee-4e748e1e75b0,0
9bdb4f60-66e6-4aa1-8c0b-7cc6ba7869a1,13,9,38464dae-dcb9-4e76-8817-de7a541d4e84,c9612d7d-2ada-4467-85c6-7b8885880f25,0
9bdb4f60-66e6-4aa1-8c0b-7cc6ba7869a1,11,12,056cbe02-b3ca-4aff-a411-c98c54dfaccd,6d04d036-e21e-4f6f-bcee-4e748e1e75b0,0
9bdb4f60-66e6-4aa1-8c0b-7cc6ba7869a1,7,17,056cbe02-b3ca-4aff-a411-c98c54dfaccd,5e358a19-8919-4b9f-84e6-11d2f1f867fc,0
3b382330-2b1a-4afe-bb48-66c2c9b5d154,2,6,baebf624-35c7-4a0e-bc0a-d02d9ddc4966,de55fe82-462b-426d-adb4-d36f0c35c220,0
35e7a866-9a44-4a1c-9e28-ca1af1114802,1,7,3c8dbd5d-ce9a-430a-ad67-5035ec17a163,345a50d7-2826-44f1-ba86-8343bd438e09,0
bdfa3e97-e789-4b69-9dc0-9e85900e9d3a,4,4,2710f5b8-c1c8-4392-a5b5-a59ec5f8de89,bda979a8-c5b5-43ae-9133-307196e070c5,0
bdfa3e97-e789-4b69-9dc0-9e85900e9d3a,4,5,3bbedad5-2d68-45b7-8cf6-36e6b0ca996d,323852a3-cafd-4b87-9936-37a11b479eb9,0
83958876-17c4-41a9-ad80-e7bd63a8412a,3,5,09bcce08-a2b7-45a8-aab2-19a8643aecc1,e8f0826d-1cf6-42b0-bdf6-5c9338d02771,0
4966f571-26ef-4e2f-9d9e-5448c3d885df,12,9,2b33d846-4b4c-44ea-adb7-484f96195e41,6c5bbb40-b929-4f98-bf8b-79031843f100,0
4966f571-26ef-4e2f-9d9e-5448c3d885df,9,13,acd10ad2-76f6-4dd4-9f35-c49139b95bd0,4eecfb4d-11fa-423e-b420-372a4366c4b3,0
4966f571-26ef-4e2f-9d9e-5448c3d885df,8,15,16962fbd-6bf7-4a1b-9082-d7e0b1018b99,39f0edec-a98e-4df1-a78a-24219e907cde,0
4966f571-26ef-4e2f-9d9e-5448c3d885df,7,17,505402fa-b8e5-4543-8ef6-474e02ddb417,6c5bbb40-b929-4f98-bf8b-79031843f100,0
4966f571-26ef-4e2f-9d9e-5448c3d885df,4,20,3d41c138-ba8f-4b37-9f0d-36135bfca1d5,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
ac2fcc9d-548a-4cb9-a6ab-a79d6c99f2c2,5,3,49453a28-d0ba-432b-aa4f-c97c97b25d65,f2789000-f379-451e-bd2b-dfa7bfa7bdb8,0
ac2fcc9d-548a-4cb9-a6ab-a79d6c99f2c2,4,5,42033f01-e686-40cd-9baf-12ba32838881,b1ca0e66-35f1-4970-8a71-10d7724c5f4e,0
6171d31a-066e-4e62-a689-a56c1c166e4d,3,6,35add9fa-54de-4255-9366-3bfc463e8028,97a72f60-336b-4f00-945e-091a348c9c6f,0
6171d31a-066e-4e62-a689-a56c1c166e4d,3,7,cba777f0-25fa-4187-8590-d9e8ece783ad,97a72f60-336b-4f00-945e-091a348c9c6f,0
4834a672-1947-42fb-8572-ef8d7b3d124b,4,4,5f638bff-b4d7-4c0a-adb1-bcf279deaab8,02b4240f-2a16-4ff9-bac6-6745e1d66e16,0
b7feb808-1f0e-4c35-b944-611d35da436d,4,4,3babd11c-1a55-495b-a8b1-8bc264e1aaf3,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
6757b00d-25c4-4167-8d15-fa9a55eba825,6,2,ee378c90-e81f-48cf-a435-d580a17a0daf,b2cca5de-4c0c-4383-952a-3c74faabc663,0
6757b00d-25c4-4167-8d15-fa9a55eba825,3,7,1d11b628-9e7c-49be-a95d-096d097acb3d,d901b098-dce7-4054-b468-5554fb74f6e8,0
5be0b629-6305-4b4b-8869-aa89d3ed9e80,6,2,ce4a896e-4d24-4c1b-bcba-da9a0ce81c59,2c99b237-2abe-4886-863f-5df2433274c5,0
5be0b629-6305-4b4b-8869-aa89d3ed9e80,2,7,a2f31c35-be3f-41ca-9539-96eb7dc66ee7,832ecd91-690a-4aa3-b06b-bc41ec72489b,0
a1dfd5ba-352c-4095-a218-a591268e15a6,3,6,5758b944-f25b-4a5b-b8e2-06e5c431c9be,0fd8b89a-2a6e-448c-9e08-e846bd8d12d7,0
a1dfd5ba-352c-4095-a218-a591268e15a6,2,8,c51c1dc7-4aac-4305-a8ed-63c117364ace,b5710070-b031-4a4a-aafa-91b994559fc4,0
67d41993-6ff0-4224-9ddc-a4879ee7b84f,3,5,e2ed4eba-12f3-461e-9230-583ed6f5f452,02b4240f-2a16-4ff9-bac6-6745e1d66e16,0
67d41993-6ff0-4224-9ddc-a4879ee7b84f,2,7,ac59539f-2575-4f7d-b016-ffaaf207e52f,5998d565-deee-4f20-b6d8-279b1e970808,0
67d41993-6ff0-4224-9ddc-a4879ee7b84f,1,9,4f3101f3-a58c-4bef-96b4-7a6d1373eb55,02b4240f-2a16-4ff9-bac6-6745e1d66e16,0
2b1e6c86-cd94-41e8-9e80-e1d86d66c1b2,12,9,a5dc934d-a46a-4ead-8d21-0bfe722bcee6,f72912c6-5479-4223-a017-3d892472dfc4,0
2b1e6c86-cd94-41e8-9e80-e1d86d66c1b2,9,13,2b6fcf57-4ed3-41d0-9aac-87bddae3cc57,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
2b1e6c86-cd94-41e8-9e80-e1d86d66c1b2,3,19,6015035b-5c45-41cb-9ab9-1f6bab3df6ec,f72912c6-5479-4223-a017-3d892472dfc4,0
c1d559ea-e2bc-4206-b605-2c358af31533,6,2,4472c78b-ffde-44fb-90ad-73b465c7b317,f0f48366-b678-4676-9097-2ad8aacd5f38,0
c50107ff-4b41-491f-91e6-9a9f16df5eb4,7,5,14686500-cc18-4524-8789-8b6b3c713d7d,8236d805-de9c-44fc-b51a-861ebab51564,0
b1a65cdb-4cce-4c25-8ee9-6a013dbad144,4,4,a44d17e3-ee63-4bbe-9b1d-6d33028c90e0,1f810574-c3d3-479e-b331-578090868411,0
b1a65cdb-4cce-4c25-8ee9-6a013dbad144,3,6,03939b70-c94e-4a8a-9ce6-eecebce58ec5,0a0590f9-201e-466c-9b00-e9804d3dc2d9,0
8329ff1b-c709-4f4f-9d84-629020935681,13,1,f03336e2-5633-4d4d-8c71-682da83e0477,de55fe82-462b-426d-adb4-d36f0c35c220,0
8329ff1b-c709-4f4f-9d84-629020935681,11,4,c990be50-5f6c-4836-a132-0ab6da3da446,b839bc3d-6d45-4651-a6e0-733c4d363256,0
8329ff1b-c709-4f4f-9d84-629020935681,9,7,83e0e7fb-3593-4582-acf3-81711d2ad4a0,6548adf3-ae77-40b4-bb70-703cdf771316,0
8329ff1b-c709-4f4f-9d84-629020935681,7,10,c990be50-5f6c-4836-a132-0ab6da3da446,de55fe82-462b-426d-adb4-d36f0c35c220,0
8329ff1b-c709-4f4f-9d84-629020935681,7,11,7a420b0f-3508-45b4-a83c-a29579d282d3,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
8329ff1b-c709-4f4f-9d84-629020935681,6,13,83e0e7fb-3593-4582-acf3-81711d2ad4a0,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
8329ff1b-c709-4f4f-9d84-629020935681,2,17,a29838c9-e65b-4154-971e-c6e802738437,b839bc3d-6d45-4651-a6e0-733c4d363256,0
af845ec8-176a-4ba0-82cc-b820bc2db517,19,2,34aa1465-71d2-4670-ae43-43f9b5d6e3b8,de55fe82-462b-426d-adb4-d36f0c35c220,0
af845ec8-176a-4ba0-82cc-b820bc2db517,18,4,34aa1465-71d2-4670-ae43-43f9b5d6e3b8,de55fe82-462b-426d-adb4-d36f0c35c220,0
af845ec8-176a-4ba0-82cc-b820bc2db517,12,11,1ab39aef-93c3-4c35-a836-b44205353c71,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
af845ec8-176a-4ba0-82cc-b820bc2db517,12,12,ca516e18-cfd2-4b7f-a1c8-d87c9d73b6a9,417ba84b-4396-4835-a348-94246097d9fe,0
af845ec8-176a-4ba0-82cc-b820bc2db517,7,18,f05a0774-c71e-4ee1-ad77-6ab8c69710ec,417ba84b-4396-4835-a348-94246097d9fe,0
1cb4f828-ab2d-41b1-9e0d-988d7515b1ea,10,2,67bbae4b-874a-46ac-b076-1c8fe6ad57ee,b89ca83d-b096-43a9-a664-26bada21be21,0
1cb4f828-ab2d-41b1-9e0d-988d7515b1ea,9,4,88fd0e4b-5b20-4168-a12f-a62f0c3ed226,d048f292-9c88-4429-b241-bec3e0e7c712,0
cc642d84-cffe-48e7-a737-cc56048daa72,5,3,bba88cff-302b-425e-9c12-19ad62171dbe,6d04d036-e21e-4f6f-bcee-4e748e1e75b0,0
602105dd-0bcc-4a26-bd8a-45eef1e58bc9,3,5,09dd9e62-a3c7-4871-aafe-94d13bfd4d2a,02b4240f-2a16-4ff9-bac6-6745e1d66e16,0
4ab07e56-85d7-497a-816c-9914aead35a5,3,5,1d0a4c91-9b5c-45aa-ba6b-c9fe9ff1918f,de55fe82-462b-426d-adb4-d36f0c35c220,0
60a10566-febf-45e5-b961-4ec1ed1041fa,2,6,35fec2ad-877c-4f3a-8848-74b8b1b2d4a1,97a72f60-336b-4f00-945e-091a348c9c6f,0
8bf056cd-e81f-48d1-830d-cccf3620cf56,2,6,408511cb-0010-4a52-b23e-9a0d2af05be9,de55fe82-462b-426d-adb4-d36f0c35c220,0
33f5234c-74bd-47da-ad7a-37c85a6a1840,5,3,73c64d9c-512e-4bbb-a1da-3be876c233ae,4eecfb4d-11fa-423e-b420-372a4366c4b3,0
30101e3b-35df-460d-b17d-bf64a0cd8a2f,5,1,01dd7734-afcf-4f47-8b8a-df089c7b26e9,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
30101e3b-35df-460d-b17d-bf64a0cd8a2f,4,3,198bf00e-2f0a-45e9-8e07-90c7bb06cdeb,de55fe82-462b-426d-adb4-d36f0c35c220,0
dbeb9bcb-4dae-448e-b8ff-c0ce2807a0c7,4,4,16df4248-44da-4c79-8690-e87285c4f5b7,727de747-a3fd-4b25-a51f-dbc7554f2903,0
bf4220ae-8fea-4503-9227-ff6aefd0db74,5,3,05db10ed-a632-42a7-b4c2-e2971c616146,832ecd91-690a-4aa3-b06b-bc41ec72489b,0
bf4220ae-8fea-4503-9227-ff6aefd0db74,4,5,adc09dbd-8f0a-41f7-916c-637e0a6087c5,c13b24bd-3fc5-48c1-a7a6-53db25707385,0
018c31f0-32f5-432e-9122-dc8f29d9a997,6,2,73b417c9-bd4d-4773-83af-7e60bd18fc50,02b4240f-2a16-4ff9-bac6-6745e1d66e16,0
408e0811-5da5-493f-8f33-b866c728878a,3,5,de1c5236-fdd0-4a02-b950-4d563a135b05,b839bc3d-6d45-4651-a6e0-733c4d363256,0
a188a03d-c9dc-4d0a-b558-7852c8a8aa7f,4,2,dc453698-f158-442f-bb3e-8902ed790edb,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
107619da-01a1-4c03-9bf4-9d8cb4e2d504,2,6,d02b1aab-a2e6-4962-b750-27cfdf175459,6af4781f-e603-4a6e-92c3-7191a9d15a3f,0
967721cd-999d-45cd-bcbc-d9fe99edf116,1,7,edcd9314-9b6a-4503-93bd-72d926da5518,8a3a2891-1add-432a-8a62-caf10031255b,0
96fce133-2775-4326-833b-4debf3cec330,3,5,d7a28be8-fff6-4f59-8721-8c3380a79681,c13b24bd-3fc5-48c1-a7a6-53db25707385,0
60c8ebb0-0f2b-4052-b7ac-d26f68572a60,4,4,7e9b5e86-f43f-4c29-bd8c-99319b4cfd9e,bb23e6dc-1437-40e3-81ca-5de6ef988538,0
60c8ebb0-0f2b-4052-b7ac-d26f68572a60,2,7,2213e60d-455f-4ebc-a5de-98f16841cc13,2941f374-8937-4750-bc3f-47e0a24b84c1,0
ba067934-e4ff-43ed-8f70-b4dd15ce83f3,5,1,37723ba5-b769-49b3-b17f-3e3f242c0edf,de55fe82-462b-426d-adb4-d36f0c35c220,0
5a0f6128-9732-4006-95fe-d77092ce0502,11,3,67293408-a35d-4c43-9d0a-f3aee0b0d15f,97a72f60-336b-4f00-945e-091a348c9c6f,0
5a0f6128-9732-4006-95fe-d77092ce0502,2,13,fddf7cd8-ac60-4cfb-ab71-e8b46168d709,97a72f60-336b-4f00-945e-091a348c9c6f,0
5a0f6128-9732-4006-95fe-d77092ce0502,2,14,4b4c051c-02c0-4e85-8a75-ccb9a92222be,54d38533-422b-4252-a6b8-c7b17143b191,0
5a0f6128-9732-4006-95fe-d77092ce0502,2,15,3b3fced8-38ba-4c83-a722-861cfc925e7c,97a72f60-336b-4f00-945e-091a348c9c6f,0
2678061f-1f0f-4f22-96e5-aac582e02874,4,4,17d39862-e732-4527-8daf-fb7001aa29d8,de55fe82-462b-426d-adb4-d36f0c35c220,0
2678061f-1f0f-4f22-96e5-aac582e02874,2,7,a823480f-a381-401a-9642-f070989c31cb,de55fe82-462b-426d-adb4-d36f0c35c220,0
ebd5352e-9b87-42b7-8fdf-aae1ba61f108,13,6,0712e315-94c3-468f-a5aa-b20bb0493834,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
ebd5352e-9b87-42b7-8fdf-aae1ba61f108,13,7,0d991584-1111-46f2-87b1-44bad2b50b57,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
ebd5352e-9b87-42b7-8fdf-aae1ba61f108,13,8,3527041a-af16-4376-98fa-2a7bab576301,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
a626db6d-2e27-4ec6-a268-ae3046395cea,3,5,4f85ee72-6acf-4902-86ed-f65bb5c19fff,65068cde-0643-4f2e-b175-e3bdd866d04b,0
a626db6d-2e27-4ec6-a268-ae3046395cea,2,7,17db4a89-b82d-43ae-9521-6921173bf592,8236d805-de9c-44fc-b51a-861ebab51564,0
09eb1e72-f521-4386-95bb-f3cc6af5a117,4,2,343ba516-d43f-4317-ac19-63ba9b6a0431,de55fe82-462b-426d-adb4-d36f0c35c220,0
f99d7bee-cf86-43cb-aca7-3d7360df7e6d,2,6,0b0a0043-d9f1-45a5-a243-c183adc83082,1f810574-c3d3-479e-b331-578090868411,0
876f4776-6b98-4cd6-aaf3-9334c166d7b4,5,3,8f95423e-0aeb-482d-8ee8-55ff4c94ae4d,a524b3be-e8a2-4459-a1b8-13b2ba8177d1,0
25acf1ef-e986-492a-b967-c7e484c31759,7,1,4484cffa-878a-4b6d-8c01-6848cbd18f87,02b4240f-2a16-4ff9-bac6-6745e1d66e16,0
25acf1ef-e986-492a-b967-c7e484c31759,2,7,b15a2c03-a6f5-4db6-ac51-ae35f99a6409,02b4240f-2a16-4ff9-bac6-6745e1d66e16,0
b055321e-9bfe-4cb5-befb-559ab03035c5,4,2,e9d0b874-0b20-484b-8861-aefdefe74116,de55fe82-462b-426d-adb4-d36f0c35c220,0
b055321e-9bfe-4cb5-befb-559ab03035c5,3,4,9eefa6ef-f60d-4408-be56-bb87d077f54d,09c0f43b-7a56-45a2-8dc9-ea9bd3718915,0
d4b9bcdf-702a-48ea-b542-ed389c27daea,4,4,28ef7c4f-380b-4ee5-9483-0d5f39206e80,e9f17135-d4f9-4abf-b8e9-199ac5c6fa08,0
d4b9bcdf-702a-48ea-b542-ed389c27daea,3,6,29471430-018e-410f-ba4a-0efe5c91c0b7,e8b4b6b1-f4be-4000-8572-36614d54d114,0
98ea8fa9-a31a-4bdc-a64d-ec98e541c7f8,7,7,33a2bdce-cb15-461b-a2e3-47bdd0977beb,b839bc3d-6d45-4651-a6e0-733c4d363256,0
98ea8fa9-a31a-4bdc-a64d-ec98e541c7f8,7,8,4e740063-5c83-46d7-bf2b-3c8840f93c02,de55fe82-462b-426d-adb4-d36f0c35c220,0
98ea8fa9-a31a-4bdc-a64d-ec98e541c7f8,6,9,643335cd-a035-4637-8d8f-4bc98832707e,b839bc3d-6d45-4651-a6e0-733c4d363256,0
98ea8fa9-a31a-4bdc-a64d-ec98e541c7f8,4,12,cab7e012-6477-4034-b4b1-aedae91ebeab,97a72f60-336b-4f00-945e-091a348c9c6f,0
