movie_id,director_id,id
9c865434-3c3f-4000-9997-12282ba323ba,3151c569-2b29-4af3-b0ca-dc18b87fcb08,522e31b3-d0c5-4858-a1f8-70eda49814e3
b887e4e4-7dbe-4642-b536-9a88922f3793,c1356ce1-7e2d-40dd-bcba-09bf0c27eedd,dcc1d749-51a0-45ce-9078-3fbb02c73303
b3e75928-ef00-4b20-89fe-fb25b38db33e,e3d06db3-f21c-44a0-b534-c1ad6e016fd8,c4542151-c38a-490c-8e15-d6f27aaa5a8c
9039cddd-2209-45c5-86b0-155f2a6565a6,9ffb2d7b-e2b2-48c4-8391-9d1f594fa9b8,4df6e2de-b948-48db-9b37-aa1f1df8ccd8
9873d162-9f3c-4522-a6b0-bbfc30173dc9,ba276fac-f39d-4aeb-87b7-de45985f267e,12a26c98-599e-4be0-9c0e-5532541fd6f8
3cf66b74-9e7a-43fb-b708-a62117ccdbe4,30206d6c-a3d6-4340-84f4-4b2fe78a693f,9c0996ed-5eb8-4ee8-8037-3278f4b1d71d
36aa5b91-45aa-477d-9e72-d864521e8f04,18a888b9-101b-44b1-a08e-e007f016ff6f,c2115391-a5e2-48d3-b7ff-4346f865a329
32cd3447-69cb-4cb1-9885-da1a71af413f,ad6f4c3f-0062-40d5-8c88-cdbe1227663d,ead9201a-0f96-4483-80bb-4d1f507c19df
c2296b3a-cd0e-4c8b-8cb4-9dfd704773b1,8b62e6ca-a4cd-4551-8200-6f786d1327e3,6fc650e0-ce28-403e-b095-6ef552efa64a
0b01727a-73a6-47a9-8f8c-a67ba9d23043,baf84c5f-563b-48ee-853a-6c9328f755c0,126daf2b-c497-467b-bd3c-631374d93a68
5332748d-987d-49db-be86-e079b15300bb,c1b0505e-758f-4e54-8589-dc280dd3cf00,b546b088-caeb-4a69-85aa-6b33057d1446
2464b88d-85ac-41c7-b02e-41e7f267edf3,9276dce1-c589-4eb9-a659-78afaddbc357,87a53e6b-9371-43da-9c51-a24b6a1e7b3f
fff8a58b-91c5-4135-8628-ce4c20045e2d,9276dce1-c589-4eb9-a659-78afaddbc357,62cad158-48e9-4800-8f6f-25dd18f3ccba
fc2ba099-8d4a-4a32-a90b-545bd1b74e24,99d16ece-dff3-4287-aea1-6c498790944b,139cb6d0-253a-4f91-981c-2c72851d4eb6
91713643-5915-42b3-9988-e94ce391b6b8,6273fff6-355a-49dc-b850-77bc0184db1e,e5886f26-777d-4941-97f8-9068185abf30
bd0347c6-ed1c-4453-a773-ae036534dfb1,18a888b9-101b-44b1-a08e-e007f016ff6f,291ab2dd-f3b6-408b-a003-a1b8625f6e6e
47687ed9-de0f-4135-b0a2-8c188b78b852,18a888b9-101b-44b1-a08e-e007f016ff6f,53d1d19d-47b8-4fbc-87f0-b1a8e3bbc0f4
38a4e3e8-519c-44c5-9c74-5f4904c6b373,9f3ac5de-ae08-45fc-8c67-9e0e8179195e,290f4bcd-67ef-4a6e-bf1d-ed8686a1d946
32a8c8ab-f491-4388-960a-5a65c8f948b5,9f5866e9-2397-4de8-84c1-e526a50a0968,f1000c03-858c-45a4-86f5-1471bd2398e0
94135350-407f-406c-b5ee-335bee7966b4,18117bcc-efc3-413e-9850-982e6b867496,040914a8-0ffd-45f9-a330-28b8ad6db577
94135350-407f-406c-b5ee-335bee7966b4,8a207056-e3c7-4075-ae3a-975356508e5e,d2b62bd7-3b84-4af8-a04f-3fe8991ae194
4b1688b7-e439-4814-861f-f195afe6c201,b074d5b6-35b1-4523-89b5-9b02693e08b8,6d6b71a2-bfc1-4689-bf0e-9d9443119f6e
515e18f7-c41e-4e60-9402-7bf548820360,c8524e0b-7052-45c7-9360-e0c74efb61b0,6c78a32f-41e0-4569-8e3e-3bded3ea0791
e917e68f-45e3-4850-bbd1-66e092c7edc6,658185f1-7c7f-4182-9cdc-69d3d9e0f052,4f0d09bc-a7d0-4b20-8477-2f3a49a9d091
eec2f8ac-4841-4991-95bf-790dcea9721b,d5cdb3e1-434a-4637-b5ff-d5065fa492ca,65e64ed7-09f4-45a2-b449-dac0f72ddcdc
8e4fca50-933b-43e2-8ea5-ac339b13ccfd,a095d36d-3d28-40a4-965a-b5866c4ffd1b,4adb33a2-2c41-4493-b6d4-b29da2992fba
09c6261c-011c-4f15-8943-ca670a42b154,bb0017bd-7741-4add-8e55-1f962f0f28fe,0c7b74e6-b457-49e3-a6b9-cf9ba48fac60
e00224ca-3eef-4dd3-a87e-5c75798605a2,8ddca133-2148-4dc1-ab01-73a6bf3c9a59,b3791f99-ce02-41e1-a2a3-e287bd6e8ba2
742637e4-655f-4ba5-b095-56936069aba9,70cd316e-0fe0-44cb-929a-32999e937d40,9dc5322b-11bf-4564-9fa2-d051ed1d8aad
5463d034-2616-41ab-9b1e-d8063d8723c4,0ce65573-c074-4ff4-881d-aa149056af8d,cb617b69-606d-4192-b379-daab408bf4fa
81160b6b-94bc-4495-930d-f7de2d9dad1d,18a888b9-101b-44b1-a08e-e007f016ff6f,03c75b11-b2d8-48e1-9292-bfaa73481466
5e00ad12-928b-454e-aa68-d7d4d33b6097,92c7b4ca-100e-4d95-9fb6-9457bf885c92,f091b196-d0e4-4423-abb0-360d3290e556
4d412823-a135-42c6-817b-70147c4a238d,e3d06db3-f21c-44a0-b534-c1ad6e016fd8,9db89ad7-8fb3-452a-a182-346ebc7f02fe
65bbf879-eaba-460e-b5e4-956e51478831,9b7ac088-49e2-4091-ba0b-6dab185164b2,c86fe574-5419-45fb-9d66-ae222c0efe50
c8b107fb-d274-4c63-b15a-42dc14c4821e,f0946185-a6ba-42b8-8482-2e378e4f34cb,4df3af0b-36a8-4067-a4e6-0a00f9c046de
c136fe13-3230-4b08-b385-0bf2e9483a1e,25746695-68d1-4a20-abab-f5197ec694ed,eb0e6561-5046-4118-8571-96b12f50fc12
c937dd68-cf4c-4b3a-b17a-2e9216f20231,e3d06db3-f21c-44a0-b534-c1ad6e016fd8,7d3e99f8-06ce-4397-b8a2-c70611a86888
7abbe6ea-be1a-4615-b010-b6b6b1d6f3b4,acb90cfa-61eb-4bd7-9d73-f719e2026c05,54f17047-2573-4eaf-a808-2b2d6bd70546
fe570303-4713-4c3c-ab6d-c7d9a8df0b95,82646740-8344-4d2e-8562-9c9772a85b73,a353aad3-b9e8-4632-a022-311a355c5d1a
beac33ff-d96a-4059-96fc-cfe1c8bafc86,00c13978-297e-4f12-a5d8-77248638254f,2bf05ec5-a6d3-4c0a-a846-f9e70735f90c
056cbe02-b3ca-4aff-a411-c98c54dfaccd,16a1d863-ab7f-46ff-aee5-cc730b1c6944,903118ca-72b7-4837-8fac-ce7d22c48c00
46af0c51-df4c-467b-8428-1a79fa23c972,829077da-c90f-497c-bfda-31b0febc583c,14209590-f4b9-4da4-aef1-262fd8bdc13b
b8982356-74d7-402b-8e49-1b3a862762de,4d5cf8cb-45fe-4e6c-9ced-ae1427c9556a,c5335859-8194-4ec7-9b0a-1a9cda0e685a
6932952e-f532-432c-9cf4-a3a96e05d9b3,91e353f7-38b1-4f2a-9e50-293031c8e4a0,2955283b-f7c2-42fe-934e-25f6da4bd779
d2cfe869-8dbc-492c-8f5f-3748bb74fe09,bdcaec48-f1d4-4049-a25b-6ce32cadd047,8a1d30b7-2f9e-4e59-a048-47938ef1d666
11f739ac-a0b3-4b33-9b07-d5547986c3ec,a3c3ad7c-cedf-46be-a769-206d0d644dc0,7c9eb93d-2c8a-44b6-b389-c64b6dc9108e
