draft_id,drafter_team_id
06083dda-00ab-4215-a597-ff70227c0bd2,4011c0ac-d296-47e5-b0d3-41d8a07bd7e6
06083dda-00ab-4215-a597-ff70227c0bd2,4335a07e-7483-4250-bd7b-8c047f29b69d
d3cc9324-7fc4-4801-8b2c-4dc583bfecdb,4f0a9b83-b204-48d4-a2bd-8af590c50d0f
1e598182-5797-48f3-a7fd-6262fd0d5a44,5f27ef78-89ee-4484-b285-7269c4fbab6a
d3cc9324-7fc4-4801-8b2c-4dc583bfecdb,645eea9b-6207-4e73-b2c0-333e1002f3b1
68e35ab4-4a07-4179-883f-6fe9ce3a0f1d,7f7e4c18-ad0a-46d3-9f34-eddc0098884f
06083dda-00ab-4215-a597-ff70227c0bd2,8723a5e1-145e-4e11-a7f0-6401296fcae2
68e35ab4-4a07-4179-883f-6fe9ce3a0f1d,9130805c-ea89-4421-a665-44ec89a0cd39
