movie_id,producer_id,id
9c865434-3c3f-4000-9997-12282ba323ba,296a9a17-e99a-4adf-aff2-284f1ebe360f,8e757db4-4502-498b-93b3-5af3a88cd38a
9c865434-3c3f-4000-9997-12282ba323ba,2bb1b11d-d498-490a-981f-4f4d6575861c,1901c4c7-a288-48da-9735-44f542e6d478
9c865434-3c3f-4000-9997-12282ba323ba,2d6d61c2-040f-4300-a077-325882cfafb2,befa59e4-2d2e-4bfe-bbbf-a2945d6c1426
9c865434-3c3f-4000-9997-12282ba323ba,437ddf6e-e73d-4cd7-9677-73e4d8712286,199ae011-4bdb-49a0-9fa0-b110382319ec
9c865434-3c3f-4000-9997-12282ba323ba,4fcfa953-9f46-40c0-bd5d-e6a386935dac,9328944f-9059-411f-b294-9abefa35b3f4
9c865434-3c3f-4000-9997-12282ba323ba,7d0672c3-c203-4279-91bd-ba1979a05676,e88bfe2f-649c-4dc6-af2e-461079e330f1
9c865434-3c3f-4000-9997-12282ba323ba,c1356ce1-7e2d-40dd-bcba-09bf0c27eedd,b5fc0d1e-5b7b-4514-a1e2-c7490d0d1fd0
9c865434-3c3f-4000-9997-12282ba323ba,d32691a7-51db-4795-af2a-a2451e3f9a96,81c28e86-fd9a-414f-afcc-8b91117558b0
9c865434-3c3f-4000-9997-12282ba323ba,d33706dc-b863-49b4-bef6-0b970a9436ce,65de4ac8-68fd-4ae8-a950-465e7af7ee2e
9c865434-3c3f-4000-9997-12282ba323ba,e9c553c2-a9ac-4d70-a263-3d29afb33c21,1ca09220-e207-422d-a02f-b99f7d0c2292
9c865434-3c3f-4000-9997-12282ba323ba,f7f2759e-6376-4f47-9366-8f0b2c80803c,34dac9b8-6264-4245-afe3-7e0b7283c8df
9c865434-3c3f-4000-9997-12282ba323ba,fdb4eb58-a061-4087-a7b6-c496164e397e,f97c03ea-3c0b-4a8e-9633-0a93eddcda2b
b887e4e4-7dbe-4642-b536-9a88922f3793,0ad82458-5297-4df8-9ad3-84a20386b2b0,1eeab346-4ff8-4fe0-adc4-98ceae54c887
b887e4e4-7dbe-4642-b536-9a88922f3793,2308c5c0-23e6-4c3f-ab1c-6c8879c6d397,f7dfe26c-9ad5-4106-a41e-c4da3425f3e5
b887e4e4-7dbe-4642-b536-9a88922f3793,296a9a17-e99a-4adf-aff2-284f1ebe360f,2baa0f9d-16ba-431a-ab75-0c9f2c7ce080
b887e4e4-7dbe-4642-b536-9a88922f3793,2bb1b11d-d498-490a-981f-4f4d6575861c,1c39fead-9734-4ee5-aff8-3d1865dce914
b887e4e4-7dbe-4642-b536-9a88922f3793,2d6d61c2-040f-4300-a077-325882cfafb2,9737fcce-4776-40e0-83cc-54fe78852036
b887e4e4-7dbe-4642-b536-9a88922f3793,401f291e-4409-4fbf-b13e-79838737bd77,6e02f21a-5460-42fa-b14a-3e6f018f51e3
b887e4e4-7dbe-4642-b536-9a88922f3793,41647fe9-2958-4eff-a278-452e2f3a5fb6,8ff4fa68-e334-40a0-97ed-00be52d83a04
b887e4e4-7dbe-4642-b536-9a88922f3793,4fcfa953-9f46-40c0-bd5d-e6a386935dac,a1127417-4de4-4e66-9fa7-3786d48902f7
b887e4e4-7dbe-4642-b536-9a88922f3793,8a6ce781-b883-428d-bce8-3e582a8d0748,2c401471-c8e3-44dd-bf97-15643c9af53c
b887e4e4-7dbe-4642-b536-9a88922f3793,8f6ab839-106d-49ae-8057-72322a092579,29bf277d-bee9-4b82-9a42-f5bc485152d5
b887e4e4-7dbe-4642-b536-9a88922f3793,9c7a13b8-3dc8-46fb-902e-183df2a8a0b3,492d639b-130e-434b-895e-a1895874e1c3
b887e4e4-7dbe-4642-b536-9a88922f3793,9e970c8a-2709-462d-81ab-cbf5a6b7e766,a91acef6-9d46-49f7-908a-bb58ed853010
b887e4e4-7dbe-4642-b536-9a88922f3793,a37cb2e5-d264-4329-9729-c46bc48f1de6,00342cf9-fc89-4a29-92cc-1608cb2783a5
b887e4e4-7dbe-4642-b536-9a88922f3793,c1356ce1-7e2d-40dd-bcba-09bf0c27eedd,d5b60f26-607e-4fb6-accd-89b88f8dae5c
b887e4e4-7dbe-4642-b536-9a88922f3793,c37d3194-a239-43a5-8035-62fe195ecaa8,65dc7518-a1de-4a42-97f8-76bd0c120c73
b887e4e4-7dbe-4642-b536-9a88922f3793,e9c553c2-a9ac-4d70-a263-3d29afb33c21,55928733-2bab-4020-a019-3059bdab943d
b887e4e4-7dbe-4642-b536-9a88922f3793,f46d9b0f-d0a7-4004-be3d-41ada33c2725,35f73f5b-55fb-4063-b206-0d030367127a
b887e4e4-7dbe-4642-b536-9a88922f3793,fdb4eb58-a061-4087-a7b6-c496164e397e,34be1516-6e0a-4640-9990-1df2af972814
b3e75928-ef00-4b20-89fe-fb25b38db33e,2dc3ba43-636d-4bf2-962a-06e583cee60e,798be75e-1446-4e66-a2c9-9b39c6842cad
b3e75928-ef00-4b20-89fe-fb25b38db33e,6bcfc679-f152-4dfc-b613-ee65e5138df5,3f8bd680-3926-4573-ad3d-0b891df6f3e0
b3e75928-ef00-4b20-89fe-fb25b38db33e,cd8bdbae-3e2b-49d9-82ec-ae32697a94ed,cb11a54e-deb8-48ea-9e8f-110adc16a53a
9039cddd-2209-45c5-86b0-155f2a6565a6,138f3757-fb7f-4a62-b3ba-d1accd2e01e5,ba1e01f2-8015-4603-8773-0556e97bf658
9039cddd-2209-45c5-86b0-155f2a6565a6,7ef855c2-f35b-492a-a1b2-c0cd4740d382,7e2c7b1c-91b4-4417-a82e-269326235e88
9039cddd-2209-45c5-86b0-155f2a6565a6,7f1d3c55-22b0-4c0f-8178-776ca8ba0f9d,84b83d9c-d21a-44ea-b2ca-7538e0d75055
9039cddd-2209-45c5-86b0-155f2a6565a6,843b322a-6874-4026-a7b0-24bd9274a4e2,770bf9cd-f836-478e-b2ab-73c802c43685
9039cddd-2209-45c5-86b0-155f2a6565a6,c508592f-dc9e-4807-88d3-9d99cd677454,bed57542-e6fb-4759-b757-0616f21a7681
9039cddd-2209-45c5-86b0-155f2a6565a6,dbf150ff-ca11-492e-a5fd-eb64b85c8e99,bbeb7059-7444-44e5-8f2b-9909628230d5
9873d162-9f3c-4522-a6b0-bbfc30173dc9,1d1b358f-8a0d-4f7d-87f3-900a4fbcd62c,f84d7bc5-5938-490a-bc84-ff612dfbd311
9873d162-9f3c-4522-a6b0-bbfc30173dc9,40cd1914-0edc-4a09-86b6-6ef64044da7c,ccc5177f-6e76-4a04-a0e6-8e3e4a537318
9873d162-9f3c-4522-a6b0-bbfc30173dc9,4b3818c4-ab02-44d2-8bad-b1fafb3945b2,0702f48d-e9c8-4b67-8a39-b997c5df8826
9873d162-9f3c-4522-a6b0-bbfc30173dc9,98d9bb2b-577b-45b1-87b2-d6b6493f0996,7020054a-56d5-4662-a1f1-61d7748d374f
9873d162-9f3c-4522-a6b0-bbfc30173dc9,a0d77073-869e-47cc-950d-4a76c88a8759,6d3ca91f-aae8-4982-90e9-5880a8e19239
9873d162-9f3c-4522-a6b0-bbfc30173dc9,b103ba40-92b8-4175-9c4f-0af832025c29,396d5358-15f5-4b2a-bc74-1fa96a7e2e0d
9873d162-9f3c-4522-a6b0-bbfc30173dc9,ba276fac-f39d-4aeb-87b7-de45985f267e,d361d110-9f58-4fc6-99af-1e83e21a0e88
9873d162-9f3c-4522-a6b0-bbfc30173dc9,eaa497f6-09ff-4217-95b4-7e8492267ae8,787678b0-3a3c-4259-bbf2-039546847a3d
9873d162-9f3c-4522-a6b0-bbfc30173dc9,efc1c0f3-65b0-4e86-9f5e-8f4f8a45ce34,21c03ec4-71dd-4dfb-abb6-c1a09bf548d8
