"id","readable_id","title","draft_type","total_picks","total_drafters","total_hosts","episode_number","draft_status","created_at_utc","updated_at_utc","is_patreon_only","episode_type"
ce659a6d-d8a4-490f-bf0d-92e523535e99,308,Best Picture Follow-ups mini-Mega,1,13,3,2,"212",3,2025-03-20 11:55:42.497 -0400,,false,0
cebfb928-02d0-48e8-90ed-f5f1b32ed60a,309,Peanuts mini-Super Draft w/Bryan Cogman,4,5,2,0,"39",3,2025-03-20 11:55:43.470 -0400,,true,1
ced902c1-40af-4fa3-9acb-ed074b510512,310,Robots mini-Mega Live,1,9,3,2,"226",3,2025-03-20 11:55:42.574 -0400,,false,0
d0d25f94-dec5-40ef-a769-f1dcc1abbf48,311,Movies About Screenwriters,0,7,2,2,"168",3,2025-03-20 11:55:42.277 -0400,,false,0
d1564449-26fd-4586-ac70-3217f6d09cca,312,Christmas-Adjacent,0,7,2,2,"162",3,2025-03-20 11:55:42.248 -0400,,false,0
d17097ac-d8cf-4799-bfc9-0dbf2a0581a2,313,Internet Horror,0,7,2,3,"311",3,2025-03-20 11:55:43.149 -0400,,false,0
d1874caa-b719-4a9c-aeba-fcddedc417f4,314,Ensemble Casts,0,7,2,2,"45",3,2025-03-20 11:55:41.742 -0400,,false,0
d1c67d40-4ea1-43bc-8f37-7ad4c1042f93,315,'30s Warner Bros,0,7,2,2,"73",3,2025-03-20 11:55:41.838 -0400,,false,0
d3f5ba3c-e0f5-4bbc-ac54-a7400794d247,316,Whoopi Goldberg,0,7,2,2,"170",3,2025-03-20 11:55:42.286 -0400,,false,0
d4af53c1-b1ee-4bca-8c23-9c26cd2dbd7d,317,One Crazy Night,0,7,2,2,"66",3,2025-03-20 11:55:41.807 -0400,,false,0
d785209c-c917-4720-a26e-8e89a489231e,318,Dance,0,7,2,2,"185",3,2025-03-20 11:55:42.355 -0400,,false,0
d79aa3b4-aa74-4668-86eb-5400fdee4b10,319,Laura Dern,0,7,2,2,"60",3,2025-03-20 11:55:41.787 -0400,,false,0
d7d357e5-aa69-43f8-a3ce-a251aed0d724,320,Norman Jewison,0,7,2,0,"10",3,2025-03-20 11:55:43.699 -0400,,true,2
d8cb6002-cfbc-4cd3-8062-50ab0a7ff5c4,321,Shakespeare: Part II Mini-Mega,1,11,3,2,"111",3,2025-03-20 11:55:41.984 -0400,,false,0
d8ecd03a-fde1-435d-bb6a-ca7115edbad6,322,Universal Classic Monsters Mini-Mega,1,11,3,2,"65",3,2025-03-20 11:55:41.803 -0400,,false,0
d955ff7d-485c-4ef7-9fa4-69f5db4c9f35,323,Wesley Snipes,0,7,2,2,"95",3,2025-03-20 11:55:41.918 -0400,,false,0
d9aadf27-59e9-45e9-b413-d2ab7bac082c,324,The Exorcist mini-Super Draft,4,5,2,0,"28",3,2025-03-20 11:55:43.382 -0400,,true,1
da3a71e7-5aa1-498a-a1ef-44d4568e14aa,325,Underworld mini-Super Draft,4,5,2,0,"9",3,2025-03-20 11:55:43.213 -0400,,true,1
db0b3e46-2459-49db-a4b9-0f2867492f30,326,Remakes,0,7,2,2,"27",3,2025-03-20 11:55:41.688 -0400,,false,0
dbbf71c5-c4da-499b-87ab-bd4eaaa7bfca,327,Phantasm mini-Super Draft,4,5,2,0,"18",3,2025-03-20 11:55:43.279 -0400,,true,1
dcc50565-3369-4d62-9abd-ffbfcb148f06,328,The Beatles,0,7,2,2,"194",3,2025-03-20 11:55:42.398 -0400,,false,0
dd2af553-6591-4043-accb-79a26d9b659f,329,Baseball Mini-Mega,1,11,3,2,"152",3,2025-03-20 11:55:42.178 -0400,,false,0
ddb4508f-cfa2-4e0d-866c-5a91a5ff38bc,330,Westerns: Part III Mini-Mega,1,13,3,2,"108",3,2025-03-20 11:55:41.972 -0400,,false,0
ddd585d1-71ac-427b-939d-d79b5a927158,331,"2019 (so far)",0,7,2,0,"39",3,2025-03-20 11:55:41.722 -0400,,false,0
de69cac4-47a4-49c5-a283-616027e6d9a2,332,The Karate Kid mini-Super Draft,4,5,2,0,"21",3,2025-03-20 11:55:43.302 -0400,,true,1
