"id","readable_id","title","draft_type","episode_type","total_picks","total_drafters","total_drafter_teams","total_hosts","episode_number","draft_status","created_at_utc","updated_at_utc","is_patreon_only","non_canonical"
"4010b329-c2b6-4217-8718-94dcd7d74764",74,Indiana Jones mini-Super Draft,4,1,5,2,0,0,"38",3,2025-03-28 07:16:16.606 -0400,,true,false
"40536309-f349-44cc-ac31-88b11b218225",75,Paul Newman mini-Mega,1,0,11,3,0,2,"210",3,2025-03-28 07:16:16.581 -0400,,false,false
"425d40c8-892c-479e-b3aa-88cde6ba7357",76,Allan Quatermain mini-Super Draft,4,1,5,2,0,0,"54",3,2025-03-28 07:16:16.610 -0400,,true,false
"42cc56ac-a9ae-41bd-9745-68a2bf9362fb",77,"70's Horror Mega Part I",2,0,20,4,0,2,"93",3,2025-03-28 07:16:16.559 -0400,,false,false
"43dc286a-6f65-4714-9259-ef910ad269a6",78,Remakes,0,0,7,2,0,2,"27",3,2025-03-28 07:16:16.546 -0400,,false,false
"450121bd-52cf-4602-93fb-ec0e45189ab6",79,Sofia Coppola Super Draft,3,0,8,2,0,2,"308",3,2025-03-28 07:16:16.598 -0400,,false,false
"451f5dd2-6d01-4a34-a05d-9c569a9a03de",80,George Lucas,0,0,7,2,0,2,"122",3,2025-03-28 07:16:16.565 -0400,,false,false
"46271d68-2d03-4d7d-92b8-9bfd8d076e4c",81,Merchant / Ivory,0,0,7,2,0,2,"235",3,2025-03-28 07:16:16.585 -0400,,false,false
"46c5bad0-f057-4dfe-aa9c-9ee63a594ce2",82,Agatha Christie,0,0,7,2,0,2,"196",3,2025-03-28 07:16:16.579 -0400,,false,false
"47218f20-ce24-4fbc-9ec2-5a303335cece",83,Timothée Chalamet,0,0,7,2,0,2,"316",3,2025-03-28 07:16:16.615 -0400,,false,false
"47aa102a-71e4-49c7-8d98-db0c0904dde3",84,Godzilla vs. Kong,0,0,7,2,0,2,"121",3,2025-03-28 07:16:16.564 -0400,,false,false
"486148f6-b0a2-409b-960f-275277d2bf65",85,REC mini-Super Draft,4,1,5,2,0,0,"36",3,2025-03-28 07:16:16.606 -0400,,true,false
"49a051d0-1af5-4601-96c9-73a6309781ad",86,TV Adaptations,0,0,7,2,0,2,"107",3,2025-03-28 07:16:16.562 -0400,,false,false
"49ec3cfd-da6e-4f56-bd05-0ac67cfc4f34",87,Films About Filmmakers,0,0,7,2,0,2,"16",3,2025-03-28 07:16:16.544 -0400,,false,false
"4a20dafc-cb75-4858-b938-b16b406af897",88,MCU Super Draft,3,0,21,4,0,0,"23",3,2025-03-28 07:16:16.545 -0400,,false,false
"4a244445-1e66-4789-9a49-5aba6b56d596",89,Queer Studio Movies,0,0,7,2,0,2,"236",3,2025-03-28 07:16:16.585 -0400,,false,false
"4a518229-113a-4f2f-a687-1678c1b8bab2",90,Thanksgiving Weekend,0,0,7,2,0,2,"159",3,2025-03-28 07:16:16.572 -0400,,false,false
"4a7db6e5-4876-4d77-8ceb-145405bfdfe6",91,Will Smith,0,0,7,2,0,2,"172",3,2025-03-28 07:16:16.575 -0400,,false,false
"4d8c1fc2-5d64-4009-942e-8f4881561ed2",92,George Clooney,0,0,7,2,0,2,"243",3,2025-03-28 07:16:16.586 -0400,,false,false
"4d9b9db2-917c-4fe4-9f72-3b8dc6650874",93,John Grisham Super Draft,3,0,11,3,0,2,"229",3,2025-03-28 07:16:16.584 -0400,,false,false
